Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Fire Arm Used Flag,Location,Age_Range
KC24075622,10/06/2024,01:40,10/06/2024,01:40,,,Assault (Aggravated),13A,Aggravated Assault,113,1400  GRAND BLVD,KANSAS CITY,64106,PJ1183,CPD,false,VIC,W,M,19,true,POINT (-94.58107 39.09704),18-24
KC24075622,10/06/2024,01:40,10/06/2024,01:40,,,Assault (Aggravated),13A,Aggravated Assault,113,1400  GRAND BLVD,KANSAS CITY,64106,PJ1183,CPD,false,SUS,B,M,,true,POINT (-94.58107 39.09704),
KC24075620,10/06/2024,01:24,10/06/2024,01:24,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,111,W 5TH ST and DELAWARE ST,KANSAS CITY,64105,PJ0556,CPD,false,ARR CHA SUS,B,M,41,true,POINT (-94.58409 39.10806),35-44
KC24075616,10/06/2024,01:00,10/06/2024,01:00,,,Assault (Non-Aggravated),13A,Aggravated Assault,241,6300  WOODLAND AVE,KANSAS CITY,64132,PJ4990,MPD,false,VIC,B,M,34,true,POINT (-94.56481 39.01181),25-34
KC24075616,10/06/2024,01:00,10/06/2024,01:00,,,Assault (Non-Aggravated),13A,Aggravated Assault,241,6300  WOODLAND AVE,KANSAS CITY,64132,PJ4990,MPD,false,SUS,B,M,,true,POINT (-94.56481 39.01181),
KC24075607,10/06/2024,01:40,10/06/2024,01:40,,,Assault (Aggravated),13A,Aggravated Assault,113,E 22ND ST and BRUCE R WATKINS DR N,KANSAS CITY,64108,PJ1762,CPD,false,VIC,B,M,24,true,POINT (-94.57121 39.0862),18-24
KC24075596,10/05/2024,22:46,10/05/2024,22:46,,,Harassment / Intimidation - Domestic Violence,520,Weapon Law Violations,312,5900  INDEPENDENCE AVE,KANSAS CITY,64125,,EPD,false,VIC,W,F,25,true,POINT (-94.51138 39.10494),25-34
KC24075596,10/05/2024,22:46,10/05/2024,22:46,,,Harassment / Intimidation - Domestic Violence,520,Weapon Law Violations,312,5900  INDEPENDENCE AVE,KANSAS CITY,64125,,EPD,false,VIC,W,F,49,true,POINT (-94.51138 39.10494),45-54
KC24075596,10/05/2024,22:46,10/05/2024,22:46,,,Harassment / Intimidation - Domestic Violence,520,Weapon Law Violations,312,5900  INDEPENDENCE AVE,KANSAS CITY,64125,,EPD,false,VIC,U,M,37,true,POINT (-94.51138 39.10494),35-44
KC24075596,10/05/2024,22:46,10/05/2024,22:46,,,Harassment / Intimidation - Domestic Violence,520,Weapon Law Violations,312,5900  INDEPENDENCE AVE,KANSAS CITY,64125,,EPD,false,ARR SUS CHA,W,M,55,true,POINT (-94.51138 39.10494),55-64
KC24075542,10/05/2024,17:28,10/05/2024,17:28,,,Assault (Aggravated),13A,Aggravated Assault,423,200  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,false,ARR CHA SUS,B,M,18,true,POINT (-94.57797 39.2471),18-24
KC24075542,10/05/2024,17:28,10/05/2024,17:28,,,Assault (Aggravated),13A,Aggravated Assault,423,200  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,false,SUS VPA,B,M,,true,POINT (-94.57797 39.2471),
KC24075542,10/05/2024,17:28,10/05/2024,17:28,,,Assault (Aggravated),13A,Aggravated Assault,423,200  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,false,CMP VIC,W,M,20,true,POINT (-94.57797 39.2471),18-24
KC24075542,10/05/2024,17:28,10/05/2024,17:28,,,Assault (Aggravated),13A,Aggravated Assault,423,200  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,false,SUS VDR,B,F,,true,POINT (-94.57797 39.2471),
KC24075542,10/05/2024,17:28,10/05/2024,17:28,,,Assault (Aggravated),13A,Aggravated Assault,423,200  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,false,SUS,B,F,18,true,POINT (-94.57797 39.2471),18-24
KC24075402,10/05/2024,15:27,10/04/2024,15:27,,,Assault (Aggravated),13A,Aggravated Assault,345,NOLAND RD and E 49TH ST,KANSAS CITY,64133,PJ4261,EPD,false,SUS,W,M,50,true,POINT (-94.41543 39.03191),45-54
KC24075402,10/05/2024,15:27,10/04/2024,15:27,,,Assault (Aggravated),13A,Aggravated Assault,345,NOLAND RD and E 49TH ST,KANSAS CITY,64133,PJ4261,EPD,false,VIC,W,M,47,true,POINT (-94.41543 39.03191),45-54
KC24075387,10/05/2024,02:30,10/05/2024,02:30,,,Assault (Aggravated),13A,Aggravated Assault,344,8500  SNI-A-BAR RD,KANSAS CITY,64129,PJ4035,EPD,false,VIC,B,F,51,true,POINT (-94.48679 39.03129),45-54
KC24075387,10/05/2024,02:30,10/05/2024,02:30,,,Assault (Aggravated),13A,Aggravated Assault,344,8500  SNI-A-BAR RD,KANSAS CITY,64129,PJ4035,EPD,false,SUS,B,M,,true,POINT (-94.48679 39.03129),
KC24075387,10/05/2024,02:30,10/05/2024,02:30,,,Assault (Aggravated),13A,Aggravated Assault,344,8500  SNI-A-BAR RD,KANSAS CITY,64129,PJ4035,EPD,false,VIC,W,M,50,true,POINT (-94.48679 39.03129),45-54
KC24075387,10/05/2024,02:30,10/05/2024,02:30,,,Assault (Aggravated),13A,Aggravated Assault,344,8500  SNI-A-BAR RD,KANSAS CITY,64129,PJ4035,EPD,false,VIC,W,M,60,true,POINT (-94.48679 39.03129),55-64
KC24075387,10/05/2024,02:30,10/05/2024,02:30,,,Assault (Aggravated),13A,Aggravated Assault,344,8500  SNI-A-BAR RD,KANSAS CITY,64129,PJ4035,EPD,false,VIC,B,M,46,true,POINT (-94.48679 39.03129),45-54
KC24075370,10/05/2024,00:19,10/05/2024,00:19,,,Assault (Aggravated),13A,Aggravated Assault,345,10500  E 43RD ST,KANSAS CITY,64133,PJ3792,EPD,false,VIC,W,M,24,true,POINT (-94.45799 39.04458),18-24
KC24075370,10/05/2024,00:19,10/05/2024,00:19,,,Assault (Aggravated),13A,Aggravated Assault,345,10500  E 43RD ST,KANSAS CITY,64133,PJ3792,EPD,false,ARR CHA SUS,W,M,24,true,POINT (-94.45799 39.04458),18-24
KC24075434,10/04/2024,21:15,10/04/2024,21:15,10/04/2024,22:30,Miscellaneous Investigation,13A,Aggravated Assault,131,3500  PENNSYLVANIA AVE,KANSAS CITY,64111,PJ2817,CPD,false,SUS,W,M,44,true,POINT (-94.59267 39.06459),35-44
KC24075434,10/04/2024,21:15,10/04/2024,21:15,10/04/2024,22:30,Miscellaneous Investigation,13A,Aggravated Assault,131,3500  PENNSYLVANIA AVE,KANSAS CITY,64111,PJ2817,CPD,false,VIC,W,M,42,true,POINT (-94.59267 39.06459),35-44
KC24075349,10/04/2024,21:24,10/04/2024,21:24,,,Assault (Aggravated),13A,Aggravated Assault,321,E TRUMAN RD and INDIANA AVE,KANSAS CITY,64127,PJ1355,EPD,false,SUS,W,M,,true,POINT (-94.54245 39.0944),
KC24075349,10/04/2024,21:24,10/04/2024,21:24,,,Assault (Aggravated),13A,Aggravated Assault,321,E TRUMAN RD and INDIANA AVE,KANSAS CITY,64127,PJ1355,EPD,false,VIC,W,M,25,true,POINT (-94.54245 39.0944),25-34
KC24075351,10/04/2024,21:19,10/04/2024,21:19,,,Robbery (Residential),120,Robbery,341,6200  E TRUMAN RD,KANSAS CITY,64126,PJ1435,EPD,false,SUS,W,M,,true,POINT (-94.50981 39.09418),
KC24075351,10/04/2024,21:19,10/04/2024,21:19,,,Robbery (Residential),120,Robbery,341,6200  E TRUMAN RD,KANSAS CITY,64126,PJ1435,EPD,false,VIC,W,M,32,true,POINT (-94.50981 39.09418),25-34
KC24075351,10/04/2024,21:19,10/04/2024,21:19,,,Robbery (Residential),120,Robbery,341,6200  E TRUMAN RD,KANSAS CITY,64126,PJ1435,EPD,false,VIC,W,F,36,true,POINT (-94.50981 39.09418),35-44
KC24075351,10/04/2024,21:19,10/04/2024,21:19,,,Robbery (Residential),120,Robbery,341,6200  E TRUMAN RD,KANSAS CITY,64126,PJ1435,EPD,false,VIC,W,M,,true,POINT (-94.50981 39.09418),
KC24075351,10/04/2024,21:19,10/04/2024,21:19,,,Robbery (Residential),120,Robbery,341,6200  E TRUMAN RD,KANSAS CITY,64126,PJ1435,EPD,false,VIC,W,F,52,true,POINT (-94.50981 39.09418),45-54
KC24075341,10/04/2024,20:59,10/04/2024,20:59,,,Assault (Aggravated),13A,Aggravated Assault,343,2900  VAN BRUNT BLVD,KANSAS CITY,,PJ2423,EPD,false,VIC,W,M,46,true,POINT (-94.52073 39.07233),45-54
KC24075341,10/04/2024,20:59,10/04/2024,20:59,,,Assault (Aggravated),13A,Aggravated Assault,343,2900  VAN BRUNT BLVD,KANSAS CITY,,PJ2423,EPD,false,SUS,B,M,45,true,POINT (-94.52073 39.07233),45-54
KC24075335,10/04/2024,20:33,10/04/2024,20:33,,,Murder,09A,Murder,341,2000  DRURY AVE,KANSAS CITY,64127,PJ1807,EPD,false,VIC DEC,W,M,30,true,POINT (-94.5186 39.08688),25-34
KC24075335,10/04/2024,20:33,10/04/2024,20:33,,,Murder,09A,Murder,341,2000  DRURY AVE,KANSAS CITY,64127,PJ1807,EPD,false,ARR CHA SUS,W,M,20,true,POINT (-94.5186 39.08688),18-24
KC24075326,10/04/2024,17:00,10/04/2024,17:00,,,Assault (Aggravated),13A,Aggravated Assault,114,1800  BELLEVIEW AVE,KANSAS CITY,64108,,CPD,false,CMP VIC,B,M,40,true,POINT (-94.59578 39.09115),35-44
KC24075326,10/04/2024,17:00,10/04/2024,17:00,,,Assault (Aggravated),13A,Aggravated Assault,114,1800  BELLEVIEW AVE,KANSAS CITY,64108,,CPD,false,SUS,B,M,,true,POINT (-94.59578 39.09115),
KC24075325,10/04/2024,19:43,10/04/2024,19:43,,,Assault (Aggravated),13A,Aggravated Assault,211,4400  DR. MARTIN LUTHER KING JR. BLVD,KANSAS CITY,,,MPD,false,VIC,B,F,45,true,POINT (-94.53333 39.03587),45-54
KC24075325,10/04/2024,19:43,10/04/2024,19:43,,,Assault (Aggravated),13A,Aggravated Assault,211,4400  DR. MARTIN LUTHER KING JR. BLVD,KANSAS CITY,,,MPD,false,SUS,B,M,,true,POINT (-94.53333 39.03587),
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VIC VOD SWM,W,M,37,true,POINT (-94.54588 39.1033),35-44
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VIC,B,M,38,true,POINT (-94.54588 39.1033),35-44
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VIC VOD SWM,,M,25,true,POINT (-94.54588 39.1033),25-34
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VIC VOD SWM,W,F,32,true,POINT (-94.54588 39.1033),25-34
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VOD SWM,W,M,32,true,POINT (-94.54588 39.1033),25-34
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,VIC,B,M,49,true,POINT (-94.54588 39.1033),45-54
KC24075332,10/04/2024,19:35,10/04/2024,19:35,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,313,3000  E 8TH ST,KANSAS CITY,64124,PJ0879,EPD,false,CHA SUS ARR,B,M,36,true,POINT (-94.54588 39.1033),35-44
KC24075310,10/04/2024,17:00,10/04/2024,17:00,,,Assault (Aggravated),13A,Aggravated Assault,341,7900  E 17TH ST,KANSAS CITY,64129,,EPD,false,VIC,W,M,52,true,POINT (-94.49052 39.08949),45-54
KC24075310,10/04/2024,17:00,10/04/2024,17:00,,,Assault (Aggravated),13A,Aggravated Assault,341,7900  E 17TH ST,KANSAS CITY,64129,,EPD,false,SUS,W,M,,true,POINT (-94.49052 39.08949),
KC24075125,10/04/2024,02:13,10/04/2024,02:13,,,Murder,13A,Aggravated Assault,141,400  E ARMOUR BLVD,KANSAS CITY,64109,PJ2833,CPD,false,SUS,B,M,,true,POINT (-94.58032 39.06403),
KC24075125,10/04/2024,02:13,10/04/2024,02:13,,,Murder,13A,Aggravated Assault,141,400  E ARMOUR BLVD,KANSAS CITY,64109,PJ2833,CPD,false,VIC,W,M,30,true,POINT (-94.58032 39.06403),25-34
KC24075125,10/04/2024,02:13,10/04/2024,02:13,,,Murder,13A,Aggravated Assault,141,400  E ARMOUR BLVD,KANSAS CITY,64109,PJ2833,CPD,false,CHA SUS,B,M,44,true,POINT (-94.58032 39.06403),35-44
KC24075122,10/04/2024,01:37,10/04/2024,01:37,,,Robbery (Armed Street),120,Robbery,123,2400  E 12TH ST,KANSAS CITY,64127,PJ1145,CPD,false,CMP VIC,W,M,27,true,POINT (-94.55355 39.09897),25-34
KC24075124,10/04/2024,01:54,10/04/2024,01:54,,,Possession of Illegal Firearm,520,Weapon Law Violations,114,W 30TH ST and PENN DR,KANSAS CITY,64108,PJ2317,CPD,false,CHA,B,M,22,true,POINT (-94.59128 39.07319),18-24
KC24075124,10/04/2024,01:54,10/04/2024,01:54,,,Possession of Illegal Firearm,520,Weapon Law Violations,114,W 30TH ST and PENN DR,KANSAS CITY,64108,PJ2317,CPD,false,ARR CHA SUS,B,M,22,true,POINT (-94.59128 39.07319),18-24
KC24075100,10/03/2024,21:57,10/03/2024,21:57,,,Assault (Aggravated),13A,Aggravated Assault,342,2800  OAKLEY AVE,KANSAS CITY,64128,PJ2337,EPD,false,VIC,W,M,30,true,POINT (-94.51804 39.07443),25-34
KC24075100,10/03/2024,21:57,10/03/2024,21:57,,,Assault (Aggravated),13A,Aggravated Assault,342,2800  OAKLEY AVE,KANSAS CITY,64128,PJ2337,EPD,false,VIC,W,M,58,true,POINT (-94.51804 39.07443),55-64
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,VIC,B,M,47,true,POINT (-94.57574 39.01331),45-54
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,SUS,B,M,,true,POINT (-94.57574 39.01331),
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,SUS,B,M,21,true,POINT (-94.57574 39.01331),18-24
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,SUS,B,M,,true,POINT (-94.57574 39.01331),
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,SUS,B,M,19,true,POINT (-94.57574 39.01331),18-24
KC24075083,10/03/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,232,E 63RD ST and HARRISON ST,KANSAS CITY,64110,PJ4933,MPD,false,SUS,B,M,,true,POINT (-94.57574 39.01331),
KC24075071,10/03/2024,18:16,10/03/2024,18:16,,,Robbery (Armed Street),120,Robbery,412,500  NW ENGLEWOOD RD,KANSAS CITY,64118,PC0678,NPD,false,SUS,W,M,21,true,POINT (-94.5864 39.19603),18-24
KC24075071,10/03/2024,18:16,10/03/2024,18:16,,,Robbery (Armed Street),120,Robbery,412,500  NW ENGLEWOOD RD,KANSAS CITY,64118,PC0678,NPD,false,ARR CHA SOC SUS,W,M,22,true,POINT (-94.5864 39.19603),18-24
KC24075071,10/03/2024,18:16,10/03/2024,18:16,,,Robbery (Armed Street),120,Robbery,412,500  NW ENGLEWOOD RD,KANSAS CITY,64118,PC0678,NPD,false,VIC,W,F,19,true,POINT (-94.5864 39.19603),18-24
KC24075055,10/03/2024,16:25,10/03/2024,16:25,10/03/2024,19:44,Possession of Illegal Firearm,520,Weapon Law Violations,632,NE 44 TER and N KENSINGTON AVE,KANSAS CITY,64119,,SCP,false,ARR CHA INA SUS,W,M,26,true,POINT (-94.5289 39.1745),25-34
KC24075055,10/03/2024,16:25,10/03/2024,16:25,10/03/2024,19:44,Possession of Illegal Firearm,520,Weapon Law Violations,632,NE 44 TER and N KENSINGTON AVE,KANSAS CITY,64119,,SCP,false,VIC,U,M,,true,POINT (-94.5289 39.1745),
KC24075055,10/03/2024,16:25,10/03/2024,16:25,10/03/2024,19:44,Possession of Illegal Firearm,520,Weapon Law Violations,632,NE 44 TER and N KENSINGTON AVE,KANSAS CITY,64119,,SCP,false,SUS,W,M,39,true,POINT (-94.5289 39.1745),35-44
KC24075034,10/03/2024,14:07,10/03/2024,14:07,,,Robbery (Armed Street),120,Robbery,345,5500  NORFLEET RD,KANSAS CITY,64133,PJ4610,EPD,false,SUS,B,M,19,true,POINT (-94.43021 39.02138),18-24
KC24075034,10/03/2024,14:07,10/03/2024,14:07,,,Robbery (Armed Street),120,Robbery,345,5500  NORFLEET RD,KANSAS CITY,64133,PJ4610,EPD,false,VIC,W,M,19,true,POINT (-94.43021 39.02138),18-24
KC24075034,10/03/2024,14:07,10/03/2024,14:07,,,Robbery (Armed Street),120,Robbery,345,5500  NORFLEET RD,KANSAS CITY,64133,PJ4610,EPD,false,SUS,B,M,,true,POINT (-94.43021 39.02138),
KC24075022,10/03/2024,13:09,10/03/2024,13:09,,,Assault (Aggravated),13A,Aggravated Assault,342,3000  MANCHESTER TRFY,KANSAS CITY,64129,PJ2485,EPD,false,SUS,W,M,36,true,POINT (-94.49786 39.0706),35-44
KC24075022,10/03/2024,13:09,10/03/2024,13:09,,,Assault (Aggravated),13A,Aggravated Assault,342,3000  MANCHESTER TRFY,KANSAS CITY,64129,PJ2485,EPD,false,VIC,W,M,34,true,POINT (-94.49786 39.0706),25-34
KC24074963,10/03/2024,10:20,10/03/2024,10:20,,,Murder,09A,Murder,223,5400  COLLEGE AVE,KANSAS CITY,64130,PJ4393,MPD,false,ARR SUS CHA,B,M,28,true,POINT (-94.54609 39.02773),25-34
KC24074963,10/03/2024,10:20,10/03/2024,10:20,,,Murder,09A,Murder,223,5400  COLLEGE AVE,KANSAS CITY,64130,PJ4393,MPD,false,VIC DEC,B,M,68,true,POINT (-94.54609 39.02773),65-74
KC24074974,10/03/2024,09:30,10/03/2024,09:30,10/03/2024,09:40,Robbery (Armed Street),120,Robbery,311,N BELLEFONTAINE AVE and GARDNER AVE,KANSAS CITY,64120,PJ0070,EPD,false,SUS,B,M,,true,POINT (-94.54465 39.12775),
KC24074974,10/03/2024,09:30,10/03/2024,09:30,10/03/2024,09:40,Robbery (Armed Street),120,Robbery,311,N BELLEFONTAINE AVE and GARDNER AVE,KANSAS CITY,64120,PJ0070,EPD,false,VIC,W,M,41,true,POINT (-94.54465 39.12775),35-44
KC24074956,10/03/2024,08:50,10/03/2024,08:50,10/03/2024,09:00,Robbery (Armed Street),120,Robbery,345,15000  E US 40 HWY,KANSAS CITY,64136,PJ4026,EPD,false,SUS SOC,W,F,32,true,POINT (-94.40012 39.03498),25-34
KC24074956,10/03/2024,08:50,10/03/2024,08:50,10/03/2024,09:00,Robbery (Armed Street),120,Robbery,345,15000  E US 40 HWY,KANSAS CITY,64136,PJ4026,EPD,false,VIC,W,M,20,true,POINT (-94.40012 39.03498),18-24
KC24074956,10/03/2024,08:50,10/03/2024,08:50,10/03/2024,09:00,Robbery (Armed Street),120,Robbery,345,15000  E US 40 HWY,KANSAS CITY,64136,PJ4026,EPD,false,ARR CHA SUS,W,M,34,true,POINT (-94.40012 39.03498),25-34
KC24074956,10/03/2024,08:50,10/03/2024,08:50,10/03/2024,09:00,Robbery (Armed Street),120,Robbery,345,15000  E US 40 HWY,KANSAS CITY,64136,PJ4026,EPD,false,ARR CHA SUS,W,F,25,true,POINT (-94.40012 39.03498),25-34
KC24074911,10/03/2024,02:07,10/03/2024,02:07,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,222,5700  EUCLID AVE,KANSAS CITY,64130,PJ4571,MPD,true,VIC,B,F,34,true,POINT (-94.56239 39.02304),25-34
KC24074911,10/03/2024,02:07,10/03/2024,02:07,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,222,5700  EUCLID AVE,KANSAS CITY,64130,PJ4571,MPD,true,SUS,B,M,27,true,POINT (-94.56239 39.02304),25-34
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,SUS,B,M,,true,POINT (-94.58758 39.03634),
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,SUS,B,M,21,true,POINT (-94.58758 39.03634),18-24
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,SUS,B,M,,true,POINT (-94.58758 39.03634),
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,SUS,B,M,19,true,POINT (-94.58758 39.03634),18-24
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,SUS,B,M,,true,POINT (-94.58758 39.03634),
KC24074886,10/02/2024,20:44,10/02/2024,20:44,,,Robbery (Armed Street),120,Robbery,221,5000  MAIN ST,KANSAS CITY,64112,PJ4011,MPD,false,CMP VIC,U,M,27,true,POINT (-94.58758 39.03634),25-34
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,SUS,B,M,19,true,POINT (-94.58352 39.01363),18-24
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,SUS,B,M,21,true,POINT (-94.58352 39.01363),18-24
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,SUS,B,M,,true,POINT (-94.58352 39.01363),
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,VIC,B,M,22,true,POINT (-94.58352 39.01363),18-24
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,SUS,B,M,,true,POINT (-94.58352 39.01363),
KC24074882,10/02/2024,21:25,10/02/2024,21:25,,,Robbery (Armed Street),120,Robbery,224,400  E 63RD ST,KANSAS CITY,64110,PJ4880,MPD,false,SUS,B,M,,true,POINT (-94.58352 39.01363),
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,ARR CHA SUS,B,M,,true,POINT (-94.59066 39.01385),
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,CHA SUS ARR,B,M,19,true,POINT (-94.59066 39.01385),18-24
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,VIC,W,F,37,true,POINT (-94.59066 39.01385),35-44
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,ARR CHA SUS,B,M,,true,POINT (-94.59066 39.01385),
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,VIC,W,F,39,true,POINT (-94.59066 39.01385),35-44
KC24074881,10/02/2024,21:00,10/02/2024,21:00,,,Robbery (Armed Street),120,Robbery,223,6300  BROOKSIDE PLZ,KANSAS CITY,,,MPD,false,ARR CHA SUS,B,M,21,true,POINT (-94.59066 39.01385),18-24
KC24074878,10/02/2024,20:32,10/02/2024,20:32,,,Robbery (Business),120,Robbery,535,1200  W 135TH TER,KANSAS CITY,64145,PJ7425,SPD,false,VIC WIT,W,F,23,true,POINT (-94.60741 38.8827),18-24
KC24074878,10/02/2024,20:32,10/02/2024,20:32,,,Robbery (Business),120,Robbery,535,1200  W 135TH TER,KANSAS CITY,64145,PJ7425,SPD,false,SUS,B,M,,true,POINT (-94.60741 38.8827),
KC24074878,10/02/2024,20:32,10/02/2024,20:32,,,Robbery (Business),120,Robbery,535,1200  W 135TH TER,KANSAS CITY,64145,PJ7425,SPD,false,CMP VIC,W,M,22,true,POINT (-94.60741 38.8827),18-24
KC24074878,10/02/2024,20:32,10/02/2024,20:32,,,Robbery (Business),120,Robbery,535,1200  W 135TH TER,KANSAS CITY,64145,PJ7425,SPD,false,VIC,,,,true,POINT (-94.60741 38.8827),
KC24074878,10/02/2024,20:32,10/02/2024,20:32,,,Robbery (Business),120,Robbery,535,1200  W 135TH TER,KANSAS CITY,64145,PJ7425,SPD,false,VIC WIT,W,M,22,true,POINT (-94.60741 38.8827),18-24
KC24074854,10/02/2024,19:20,10/02/2024,19:20,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,422,8500  N BOARDWALK AVE,KANSAS CITY,64154,PP0321,NPD,false,ARR CHA INA SUS,B,M,35,true,POINT (-94.65713 39.25013),35-44
KC24074841,10/02/2024,18:15,10/02/2024,18:15,,,Assault (Aggravated),13A,Aggravated Assault,211,3100  E 51ST ST,KANSAS CITY,64130,PJ4147,MPD,false,VIC,B,F,25,true,POINT (-94.54878 39.03354),25-34
KC24074841,10/02/2024,18:15,10/02/2024,18:15,,,Assault (Aggravated),13A,Aggravated Assault,211,3100  E 51ST ST,KANSAS CITY,64130,PJ4147,MPD,false,SUS,B,M,,true,POINT (-94.54878 39.03354),
KC24074841,10/02/2024,18:15,10/02/2024,18:15,,,Assault (Aggravated),13A,Aggravated Assault,211,3100  E 51ST ST,KANSAS CITY,64130,PJ4147,MPD,false,ARR CHA SUS,B,M,21,true,POINT (-94.54878 39.03354),18-24
